municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Brasilia,DF,Brazil,Country,,,FALSE,"Foi proposto ontem (31/03/20) o projeto de lei n. 1179/2020, que se aprovado no congresso nacional, a lei irÃ¡ impedir que inquilinos sejam despejados (no caso de aÃ§Ãµes ingressadas a partir de 20/03/2020). Se aprovada, os proprietÃ¡rios deverÃ£o suspender os pagamentos totalmente ou de forma parcial. A lei, entretanto, possui protecoes fracas, uma vez que os locatÃ¡rios deverÃ£o comprovar junto ao proprietÃ¡rio que sofreram alguma alteraÃ§Ã£o financeira (ex. demissÃ£o, reduÃ§Ã£o salÃ¡rio, suspensÃ£o do contrato de trabalho...);
A suspensÃ£o dos aluguÃ©is com vencimento a partir de 20/03/2020 atÃ© o dia 30/10/2020 sera' aparada por lei federal.",,Federal Law,,,NA,,,,,,,,,,,,,BRA
Caracas,Caracas,Venezuela,County,,,TRUE,"Venezuela announces 6-month rent suspension, guarantees workersâ€™ wages, bans lay-offs https://www.peoplesworld.org/article/venezuela-announces-6-month-rent-suspension-guarantees-workers-wages-bans-lay-offs/",,National / Nacional,,,NA,,,,,,,,,,,,,VEN
Toronto,Ontario,Canada,State,,,TRUE,Provincial government obtained an order from the Ontario Superior Court of Justice suspending enforcement of all residential eviction orders except where owner/landlord brings an urgent motion to court demonstrating circumstances that outweigh the risk posed by the pandemic.,,Judicial / Orden judicial,,,NA,,,,,,,,,,,,,CAN
Toronto,Ontario,Canada,State,,,TRUE,"The Landlord and Tenant Board, Ontario's provincial housing tribunal, has suspended the issuance of all eviction orders, cancelled all eviction hearings, and will only process applications for eviction hearings in cases of serious alleged illegal acts or endangerment of safety.",,housing tribunal operations,,,NA,,,,,,,,,,,,,CAN
Beirut,Beirut,Lebanon,Country,33.854721,35.862286,TRUE,"A law to suspend payment deadlines have been passed from October to July. New rents are within these deadlines, however the law has severe shortcomings. First, it does not clarify what happens after July and does not include any mechanism for payments or possible exemptions; which would severely affect low and middle income dwellers amidst the worst economic crisis the country has witnessed. Second, it unjustly excludes old tenants from exemption, who are now subject to a new law that was issued in 2017 and that includes several deadlines that these tenants could not meet amidst the foreclosure due to COVID-19.",,National / Nacional,,,NA,,,,,,,,,,,,,LBN
Dublin,Dublin,Ireland,Country,,,TRUE,3 month ban on all evictions. Rent increase freeze. Increased social welfare payments and state subsidies for renters (rent supplements),,National / Nacional,,,NA,,,,,,,,,,,,,IRL
,,Argentina,Country,,,TRUE,Executive order to ban evictions (three months). Rents frozen and contracts are automatically renewed.,3,National,,,NA,,,,,,,,,,,,,ARG
,,Australia,Country,,,TRUE,Prime Minister announced that the States and Territories will be moving to put a six month moratorium on evictions under both commercial and residential leases if tenants encounter severe financial distress and are unable to meet their commitments.,3,National,,,NA,,,,,,,,,,,,,AUS
,Queensland,Australia,State,,,TRUE,The state government will begin a three-month freeze on land tax for property owners who agree to provide rent reductions.,3,State Government,,,NA,,,,,,,,,,,,,AUS
,,Austria,Country,,,TRUE,"Tenants can request that evictions are delayed, due to urgent need of housing. This may not be granted if landlords prove that they need the housing for themselves or would experience ""major economic disadvantages"". Rent for the months April, May, June can be paid later (until the end of the year), including a 4% interest rate. Contracts cannot be terminated for not paying rent during these three months. Also, landlords cannot go to court until the end of the year to get the rent for these months. If a temporary contract ends between 30 March and 1 July 2020, tenants can request a one-time extension until the end of the year or also shorter. Landlords can, however, refuse to grant an extension. Rent for businesses: based on pre-existing legislation in Austria rent for businesses can be reduced or suspended altogether if a business property canâ€™t be used normally due to â€˜extraordinary hazardsâ€™. Courts may decide on a case-by-case basis. The Austrian association of non-profit subsidized housing providers has announced that additional to a temporary stop of evictions caused by Corona-linked financial difficulties, tenants can also expect suspension and delays of their rental payments if needed. This is done on a case-by-case basis and there are no binding legal rights.",3,National,,,NA,,,,,,,,,,,,,AUT
Vienna,,Austria,City,48.2082,16.3738,TRUE,"The Vienna council housing (public housing) department has put a moratorium on evictions in the council housing sector. // The City of Vienna has simplified procedures to access housing benefits for tenants. For a limited time period of six months tenants can access benefits without submitting a (new) application. // Vienna's municipal housing company 'Wiener Wohnen' announces it's suspending evictions until 10 April 2020.  Vienna municipality prepared a care centre for 880 patients at Messe Wien to provide enough beds for the sick if necessary. The service will be open for homeless people as well.  Emergency shelters are to remain open 24 hours, but day centres have limited their capacities to secure social distancing. Vienna's local authorities have appealed for a stop of evictions due to the coronavirus crisis.",3,City Council,,,NA,,,,,,,,,,,,,AUT
Brussels,,Belgium,City,50.846557,4.351697,TRUE,"The Hotel President in Schaerbeek will be used to host families, which are currently accommodated in a Samusocial centre in Evere. The hotel can host 320 (not infected) persons and has a garden where children can play. Four Brussels municipalities (Forest, Ixelles, St. Gilles and St.Josse/Schaerbeek) requisitioned hotels to host homeless people.  Brussels municipality opens 15 confinment spaces for homeless infected by coronavirus at centre managed by the Red Cross. Brussels municipality announces 7.1m euros for those assisting vulnerable people, including the homeless. In the European Parliament premises in Brussels, two spaces will be created inside one of its buildings. One for the homeless, and another for those who leave the hospital but still cannot return home.",3,,,,NA,,,,,,,,,,,,,BEL
La LouviÃ¨re,,Belgium,City,50.479487,4.185268,TRUE,The social public centre to run 6 places where the homeless with Covid-19 symptoms can be confined.,3,,,,NA,,,,,,,,,,,,,BEL
Mons,,Belgium,City,50.454957,3.951958,TRUE,"The social public centre and the municipality agree to host the homeless at the Tondreau football stadium, where they can also use the showers.",2,,,,NA,,,,,,,,,,,,,BEL
,,Belgium,Country,,,TRUE,"All Belgian regions have suspended evictions until at least April 5 (17/03 Brussels, 18/03 Wallonia, 20/03 Flanders; The federal government grants a subsidy to the cities of Ghent, Antwerp, LiâˆšÂ®ge and Charleroi of in a total of 200,000 euro to give them the opportunity to open up places where sick homeless people can be housed in a safe and isolated way.  Those financially suffering from the COVID-19 crisis can pause their mortgage payments until the end of October, conditions apply.",3,National,,,NA,,,,,,,,,,,,,BEL
,MaranhÃ£o,Brazil,State,,,TRUE,"Federal Resolution nÂ°11, 3/26/2020, suspends evictions of Quilombola communities in MranahÃ£o State, during the covid-crisis.",3,National,,,NA,,,,,,,,,,,,,BRA
Sofia,,Bulgaria,City,42.697863,23.322179,FALSE,The crisis centre for the homeless is not accepting any more people nor is it letting those inside leave.,1,,,,NA,,,,,,,,,,,,,BGR
,British Columbia,Canada,State,,,TRUE,B.C. is suspending evictions and freezing rent increases in an effort to help tenants make ends meet and keep their homes for the duration of the provincial COVID-19 emergency. The government is also offering a monthly rebate of up to $500 for three months to take some pressure off tenants struggling to make payments. Landlords are also getting $500 to help offset lack of rents.,3,National,,,NA,,,,,,,,,,,,,CAN
,QuÃ©bec,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Ontario,Canada,State,,,TRUE,"No new eviction orders will be issued by the court, and sheriffs will postpone any schedule eviction removals. Landlords can still give eviction notices but the board that reviews them has suspended all hearings until further notice ""except for urgent disputes such as those involving illegal acts or serious safety concerns."" Sheriffs will not enfoce new eviction notices.",2,Court Order,,,NA,,,,,,,,,,,,,CAN
,Saskatchewan,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Manitoba,Canada,State,,,TRUE,"Postpones non-urgent eviction hearings, freezes rent increases",2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Alberta,Canada,State,,,TRUE,"Suspended evictions for non-payment of rent or utilities, froze rent increases",3,Provincial,,,NA,,,,,,,,,,,,,CAN
,Prince Edward Island,Canada,State,,,TRUE,"Suspended evictions, implemented retal assistance benefits",3,Provincial,,,NA,,,,,,,,,,,,,CAN
,New Brunswick,Canada,State,,,TRUE,Suspended evictions until May 31,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Nova Scotia,Canada,State,,,TRUE,Suspended evictions for 3 months,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Newfoundland and Labrador,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Labrador,Canada,State,,,TRUE,Evictions are suspended,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Yukon,Canada,State,,,TRUE,Banned evictions for non-payment of rent,2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Northwest Territories,Canada,State,,,TRUE,"Tenants can defer rent payments, no evictions",2,Provincial,,,NA,,,,,,,,,,,,,CAN
,Nunavut,Canada,State,,,FALSE,,1,Provincial,,,NA,,,,,,,,,,,,,CAN
,,Croatia,Country,,,TRUE,Prime Minister Andrej Plenkovic says there will not be foreclosures and evictions during the coronavirus crisis.,2,National,,,NA,,,,,,,,,,,,,HRV
Brno,,Czech Republic,City,49.192244,16.611338,FALSE,Brno Social Welfare Department: 'We are aware that there may be a moment when someone from the homeless community is quarantined. Of course we are looking for a way to put them in isolation'.,1,Municipal,,,NA,,,,,,,,,,,,,CZE
Prague,,Czech Republic,City,50.087465,14.421254,FALSE,"Prague municipality is considering housing the homeless in 'crisis apartments' so that they too can follow the restrictions imposed on the population by the government. On 20 March 2020, the 'winter season' was over and some accommodation for the homeless reduced their services.",2,Municipal,,,NA,,,,,,,,,,,,,CZE
,,Czech Republic,Country,,,TRUE,"The Ministry of Labour and Social Affairs publishes guidelines: extending dormitory hours 24/7, and refusal of the homeless to have the temperature taken may be a reason for refusing to provide them with social services.""The Moratorium on the repayment of loans and mortgages in the Czech Republic proposed on April 2, 2020 is binding for all banks and non-bank lenders. Both private and business debtors will be able to suspend their repayments for three or six months, based on their choice.""",3,Ministerial,,,NA,,,,,,,,,,,,,CZE
Aarhus,,Denmark,City,56.149628,10.213405,TRUE,"Aarhus municipality to preemptively set up 13 places (10 for adults and 3 for children) in case they need to quarantine the homeless. The 'winter hostel', run by the municipality and several charities, is to remain open until the end of April instead of closing now at the beginning of spring. Aarhus Municipality and Central Denmark Region have teamed up to test the homeless and vulnerable. The tests are done by medical students, and in Aarhus there will be the possibility of tests twice a week.",3,Municipal,,,NA,,,,,,,,,,,,,DNK
Copenhagen,,Denmark,City,55.686724,12.570072,TRUE,"The BaunehÃ¸jhallen sports facility in Sydhavnen has been transformed into an emergency shelter with 50 beds for the homeless. Copenhagen municipality to prepare extra places at a â€˜hostelâ€™ and has rented a â€˜large old nursing homeâ€™ to quarantine the homeless who are infected. In Copenhagen, schemes have now been set up to test all the homeless and vulnerable who want.",2,Municipal,,,NA,,,,,,,,,,,,,DNK
,,Denmark,Country,,,TRUE,The Danish Ministry of Social Affairs states that municipalities are obliged to provide the homeless with all the necessary services during the coronavirus crisis.,2,Ministerial,,,NA,,,,,,,,,,,,,DNK
,,El Salvador,Country,,,TRUE,Three-month suspensions on loan repayments and utility payments,2,National,,,NA,,,,,,,,,,,,,SLV
Helsinki,,Finland,City,60.16741,24.942577,TRUE,Helsinki municipality says it'll ensure that emergency accommodation for the homeless is provided. The Hietaniemi service centre (52 bed places) is open and also another emergency unit which is normally reserved for Roma people at the Helsinki Diaconate Institute is open for homeless people (there are now less Roma people in Helsinki).,3,Municipal,,,NA,,,,,,,,,,,,,FIN
,,Finland,Country,,,FALSE,"""Property firm SATO, which has some 26,000 rental units in Finland largest cities, has said it could consider setting up payment plans with tenants on a case-by-case basis."" ""Cash-strapped residents can apply for subsidies such as housing allowance and social assistance from benefits agency Kela, which has compiled an overview of benefits available during the coronavirus epidemic."" ""Retail bank OP said its mortgage borrowers facing hardship could suspend payments for up to a year without any additional service fees. During the 12-month deferral, customers would still be liable to pay the interest on their mortgage."" ""Nordea and Danske Bank have announced they were cutting breaks on payments for up to six months.""",1,,,,NA,,,,,,,,,,,,,FIN
,,France,Country,,,TRUE,"Suspension on payments of rent, utilities and taxes and have its national bank guarantee loans for short-term cash flow coupled with a fiscal stimulus package.  French government to take hotel rooms to host the homeless (at least 170 in Paris by 22 March 2020). The government has announced plans for regional centres de desserrementâ€š to care for homeless people with COVID-19 that do not require hospitalization. The first 2 will open in Paris with 150 places. Over 80 sites have been pre-identified in all of France for a total of 2,875 places and are currently being analysed. The Government is to take hotel rooms to host the homeless (at least 170 in Paris by 22 March 2020). The French police have fined homeless people in Paris, Lyon and Bayonne for not being self-isolating at home, according to charities. The winter moratorium on evictions has been extended until the 31st May. The planned cuts to housing benefit have been put on hold.  The winter moratorium on cutting the water or other utilities has been extended until the 31st May. 14,000 emergency shelter beds have been maintained by an extension of the winter programme until the 31 May. Enacted by 30 March 2020: 163,000 accommodation places have been opened, including many hotels. 13 sites dedicated to the containment of infected persons who are homeless have opened for 500 places, 86 potential sites have been identified.. A relaxation of the obligations of homeless services in terms of types of activities, social workers/persons ratios, scope, rules of admission, etc. in order to adapt to the current situation with many employees missing and services closing down. These have to be taken in agreement with the residentsâ€š body (conseil de vie sociale) and the workers' representatives. Guarantees regarding the level of funding for homelessness services regardless of their reduced activity due to Covid-19.",2,National,,,NA,,,,,,,,,,,,,FRA
Bayonne,,France,City,43.493338,-1.475099,FALSE,"French police have fined homeless people in Paris, Lyon and Bayonne for not being self-isolating at home, according to charities.",1,Municipal,,,NA,,,,,,,,,,,,,FRA
Lyon,,France,City,45.757814,4.832011,FALSE,"French police have fined homeless people in Paris, Lyon and Bayonne for not being self-isolating at home, according to charities.",1,Municipal,,,NA,,,,,,,,,,,,,FRA
Paris,,France,City,48.856697,2.351462,FALSE,"Paris municipality opens 14 gyms and their showers for the homeless for the duration of the crisis. French police have fined homeless people in Paris, Lyon and Bayonne for not being self-isolating at home, according to charities.",1,Municipal,,,NA,,,,,,,,,,,,,FRA
,,Germany,Country,,,TRUE,"For three months outstanding rent does not justify cancellations of rental contracts. The 'overdue' rent has to be paid no later than june 2022, though, to avoid cancellation.   Those served with termination notices on their tenancy, but who have yet to leave their rental property, will be entitled to remain in occupation of the dwelling until the expiration of the emergency period. Tenants who can't pay the rent due to the coronavirus crisis, and who can prove so, can't be evicted. This measure will last until the 30th of June 2020. People who can't pay the water and other utility bills due to the coronavirus crisis, and who can prove so, can't have them cut.Landlords are not allowed to terminate a rental contract and to evict tenants in case households are unable to pay their rent due to the Corona situation in the period between 1 April and 30 June 2020. Thereby, the tenants have to prove that their financial difficulties are caused by the Corona pandemic. This law does not affect other reasons for termination and eviction. Furthermore, the rent payments are not suspended. Rather, the accumulated debts have to be repaid with interests until 30 June 2022. If tenants are unable to repay their accumulated debt terminations and evictions are possible again by July 2022.",3,National,,,NA,,,,,,,,,,,,,DEU
Berlin,,Germany,City,52.517037,13.38886,FALSE,"The Berlin Senate doesn't want to extend the 'winter accommodation programme' beyond 31 March, but they are working on getting ready new specific accommodation for the homeless from the 1st April. The Berlin Senate will take all necessary measures to suspend the enforcement of clearance titles for housing until further notice. The Senate will ensure that the state-owned housing companies and Berlinovo do not increase rents during the corona crisis. The Senate asks landlords to do the same. In the event of violations of reporting and information requirements for the rental cover due to the corona crisis, sanctions will be waived until further notice, according to the Senate bill.  Berlin Senate to make 350 more spots available for the homeless: 200 in a youth hostel in Tiergarten and 150 in 'winter facilities' in Pankow.",1,National,,,NA,,,,,,,,,,,,,DEU
Dusseldorf,,Germany,City,51.225402,6.776314,TRUE,DÃ¼sseldorf has rented two hotels on Stresemannstrasse in the city center with a total of 57 accommodation places for the homeless.,2,Municipal,,,NA,,,,,,,,,,,,,DEU
Hamburg,,Germany,City,53.550341,10.000654,FALSE,"Local government promises that the two facilities of the winter emergency program (KollaustraâˆšÃ¼e, Friesenweg) will not close at the end of March. Helfrich: ""The facilities will remain open until the end of May."" And not only between 5 p.m. and 9 a.m., but also during the day. With an interruption for cleaning (11 a.m. to 3 p.m.). Hinz & Kunzt and the Alimaus day care center, together with the Diakonie Hamburg, will accommodate up to 250 homeless people in hotel rooms as quickly as possible. The aid project is financed by Reemtsma Cigarettenfabriken GmbH.",2,Municipal,,,NA,,,,,,,,,,,,,DEU
Athens,,Greece,City,37.983941,23.728305,TRUE,"Tenants who have stopped working due to the restrictions can have their rents reduced by 40%. Athens municipality to open a facility for the homeless in collaboration with MâˆšÂ©decins du Monde, all the homeless to be tested for the coronavirus. Athens Municipality via its Centre for Reception and Solidarity to open a building for the homeless by the first week of April (<250 people). In Athens, the City has found two buildings, one for the drug users and the other for the rest. The second one is almost ready; by this 3 April 2020 it should be operational. It will be supported by a medical centre and a day centre, run by NGOs.",3,Municipal,,,NA,,,,,,,,,,,,,GRC
,,Greece,Country,,,TRUE,The Ministry of Interior states that municipalities must ensure no homeless people are on the street and they also must inform the Roma; and that the government is supporting the regions  and the municipalities to cover urgent needs.,1,National,,,NA,,,,,,,,,,,,,GRC
,,Hungary,Country,,,TRUE,Hungaryâ€™s government will extend further help to small business owners to help them weather the economic crisis triggered by the coronavirus pandemic and it will suspend evictions.  Evictions and seizures of property are suspended until after the end of the pandemic.,2,National,,,NA,,,,,,,,,,,,,HUN
Budapest,,Hungary,City,47.498382,19.040471,TRUE,"The National Chief Medical Officer orders a visit ban on all inpatient and residential social care facilities due to the new coronavirus. This measure affects all the sites and residential institutions of the Homeless Public Foundation. Budapest municipality promised to create more places in shelters for the homeless, and that they would prepare for a potential quarantine in these institutions. Budapest municipality publishes a new protocol for homeless institutions, developed with the Refugee Foundation and BMSZKI: it calls for more separation and screens between beds, and for everyone to be measured for fever and questioned about symptoms in admissions. Budapest municipality to make available for the homeless the vacant housing it owns, maybe 70 flats are 'under construction', and empty 'dormitories' are to be used to accommodate the homeless. Budapest municipality has provided surgical masks for the employees of homeless service providers.",3,National,,,NA,,,,,,,,,,,,,HUN
Delhi,,India,City,28.7041,77.1025,FALSE,Union Home Minister Amit Shah spoke to Delhi Commissioner of Police and asked him to take strict action against landlords asking doctors and nurses who are treating Covid-19 patients to vacate residences.,1,National,,,NA,,,,,,,,,,,,,IND
Dublin,,Ireland,City,53.349764,-6.260273,TRUE,"The Dublin Region Homeless Executive says in the last two weeks it's sourced 160 self-contained apartments, 197 en-suite bedrooms in hotels, and 300 adult single occupancy beds across Dublin for homeless people, and all emergency accommodation will stay open 24 hours a day during the coronavirus outbreak.",3,National,,,NA,,,,,,,,,,,,,IRL
,,Ireland,Country,,,TRUE,"The Health Service Executive (HSE) has launched a national campaign to 'Be on call for Ireland', allowing for previous health staff members, students and volunteers to sign up, and the aim is for homeless services to use those resources too.  Health Service Executive issues general guidances for homeless institutions regarding the coronavirus situation. Banks will introduce three-month payment moratorium on mortgages, and personal and business loans for some business and personal customers affected by COVID-19. This was agreed jointly by the Banking & Payments Federation Ireland (BPFI) and five retail banks on the one hand and the Central Bank of Ireland on the other hand. Announced on 24 March 2020: A â€œlandlord shall not serve a notice of termination in relation to the tenancy of a dwelling during the emergency periodâ€, which in principle will last for 3 months since the implementation of the law. â€œAn increase in the rent under the tenancy of a dwellingâ€ that would ordinarily take effect during the emergency period â€œshall not take effect during that period and shall not be payable in respect of any period falling during the emergency periodâ€, which in principle will last for 3 months. By 28 March 2020: The heads of the Stateâ€™s five banks vowed in a meeting with the Minister for Finance on 18 March 2020 to defer legal proceedings and repossessions against borrowers in default and extend payment holidays to homeowners and businesses hit by the economic crisis sparked by Covid-19. By 28 March 2020, Irelandâ€™s banks were processing more than 28,000 mortgage breaks for customers whose incomes have been impacted by the coronavirus outbreak. In a statement to The Irish Times the Residential Tenancies Board confirmed the rent-a-room scheme does not fall under the remit of the Residential Tenancies Acts and â€œtherefore those in that situation would not have the protectionsâ€ provided in that law.",2,National,,,NA,,,,,,,,,,,,,IRL
,,Italy,Country,,,TRUE,"Ban on evictions from social or private rented accomodation up to the 30th of June. The National Civil Protection Crisis Unit entrusts everything relating to the homeless to regions and municipalities. The self-employed and freelancers with mortgages can ask to have their payments suspended for up to 18 months if they can prove that their incomes fell by a third. Firefighters will assist local authorities with: sanitation of public premises or outdoor areas; assistance in the installation of civil protection logistics equipment, also in support of hospital facilities; support for the municipal management of homeless people.",3,National,,,NA,,,,,,,,,,,,,ITA
Rome,,Italy,City,41.89332,12.482932,TRUE,"Rome municipality has extended to 24/7 the centres for the homeless during the 'winter seasons'.  Rome municipality announces that 500 beds have been found to accommodate people without fixed home, ""We have also found new structures, for a total of 80 places. We have been authorized to use the free places in the centres for asylum seekers: another 100 places""",2,Municipal,,,NA,,,,,,,,,,,,,ITA
,,Lithuania,Country,,,TRUE,"""People who lose at least a third of their income due to the coronavirus crisis will be able to defer their loan payments. Under the law, banks and other credit institutions will have to defer loan payments for at least three months."" Announced on 30 March 2020: The ministry has sent out recommendations for social service providers. For night shelters one of the recommendations is to provide protective measures for residents of night shelters, ""which is a bit tricky.""",1,National,,,NA,,,,,,,,,,,,,LTU
,,Luxembourg,Country,,,TRUE,Low-income households can't be evicted during the coronavirus crisis. Some tenants can have their rent subsidied during the coronavirus crisis.,3,National,,,NA,,,,,,,,,,,,,LUX
,New Zealand,New Zealand,Country,,,TRUE,"Both tenants and landlords are subject to restrictions. For three months, landlords may not terminate tenancies except in certain cases: the tenant has engaged in substantial property damage, assault, or harassment (or the threat of any of these), or the tenant is 60 days behind on rent AND the Tribunal finds they are not making reasonable efforts to pay. Termination notices that have already been given are no longer valid. Landlords may not terminate tenancies based on a positive test or symptoms of COVID-19, and tenants are not required to notify landlords if they test positive. Rent increases are not allowed for six months, and increases that were announced but not effective prior to the order will not take effect. Tenants who had previously given notice can withdraw it and stay in their home. But barring extreme circumstances, tenants must remain where they stayed on the night of 25 March 2020. Tenants who do move must not violate Alert Level 4 rules; for example, they cannot hire a moving service and must sign lease agreements digitally. The New Zealand government, the RBNZ, and the New Zealand Bankers Association have also announced a number of financial measures to support SMEs and homeowners. These include a six-month principal and interest repayment deferrals to mortgage holders and SMEs affected by COVID-19 and a NZ$6.25 billion business finance guarantee scheme for SME loans, in which the government covers 80 percent of the credit risk. Other related measures taken by the government that could contribute to financial stability include a six month freeze on residential rent increases and increased protections for tenants for termination of tenancies. The government has also committed to a temporary law change to enable businesses to put existing debt into hibernation for six months.",3,National,,,NA,,,,,,,,,,,,,NZL
,,Norway,Country,,,TRUE,The Ministry of Finance doubled the margin by which a certain amount of lenders' approved mortgage loans can deviate from the legal requirements (to last until 30 June 2020).,2,National,,,NA,,,,,,,,,,,,,NOR
,,Panama,Country,,,FALSE,"Bill No. 390, which proposes the suspension of payments and collections of taxes, social security contributions, mortgage loans, commercial and agricultural loans, is advancing in the National Assembly. Association of Property Owners of Panama approved suspension of evictions of tenants affected by COVID-19, with effect from April 1",1,National,,,NA,,,,,,,,,,,,,PAN
,,Portugal,Country,,,TRUE,Evictions are suspended if due to the coronavirus crisis. Landlord complaints for lease agreements (residential and non-residential) and foreclosures on properties that are a main home are suspended if due to the coronavirus crisis.,2,National,,,NA,,,,,,,,,,,,,PRT
,,Romania,Country,,,TRUE,"Foreclosures and are suspended on overdue debtors, suspending tax authoritiesâ€™ control, postponement of property tax by three months, and others. Moratorium on evictions. The Romanian government asked district town halls to identify those in need and provide them with shelter and food. For more resources, see The Bloc for Housing, https://bloculpentrulocuire.ro/category/materials-in-english/.",3,National,,,NA,,,,,,,,,,,,,ROU
Bucharest,,Romania,City,44.436141,26.10272,FALSE,"Samusocial has been forced to suspend its activities after pharmacies ran out of surgical masks, gloves and disinfectant.",1,Municipal,,,NA,,,,,,,,,,,,,ROU
,,San Marino,Country,,,TRUE,"""Encouraged by the authorities, commercial banks are granting temporary suspension to the payments of existing mortgage instalments and providing loans with reduced rates to individuals and firms who are impacted by the COVID-19 outbreak.""",1,National,,,NA,,,,,,,,,,,,,SMR
,,Senegal,Country,,,TRUE,"President Macky Sall has banned the eviction of people living in rented apartments or houses during these difficult times marked by the coronavirus pandemic. The head of state also asked the banks to postpone the maturities of the credits allocated to the customers, for a more flexible repayment. The head of state also issued an order banning layoffs in companies, except for gross negligence.",3,National,,,NA,,,,,,,,,,,,,SEN
,,Serbia,Country,,,TRUE,Recomendation of the Ministry of Justice to public-private bailiffs to postpone executions of orders including the sale of real estate during the pandemics.,1,National,,,NA,,,,,,,,,,,,,SRB
,,Singapore,Country,,,TRUE,Mortgage payment relief: Individuals can apply to their banks to defer both principal and interest repayment of residential property loans until Dec 31.,3,National,,,NA,,,,,,,,,,,,,SGP
Bratislava,,Slovakia,City,48.151699,17.109306,TRUE,"The city council in cooperation with the army has also secured the first three hygiene stations for the homeless in the city. These are located on NÃ¡mestie HraniÄiarov Square in PetrÅ¾alka, in the Pentagon building in VrakuÅˆa and on SNP Square in the city centre. These consist of a cistern with drinking water and a water-trough. The city council has already built a quarantine facility for the homeless in the summer resort ZlatÃ© Piesky on the city outskirts. Those homeless, for whom the state orders home quarantine, are waiting for results of COVID-19 tests or have contracted mild cases of COVID-19, can spend the time they need here.",1,Municipal,,,NA,,,,,,,,,,,,,SVK
,,Slovakia,Country,,,FALSE,The government is expected to discuss details on the planned postponement of mortgage and consumer loans instalments on April 2.  Slovakia is to deploy the army to prevent a potential Covid-19 infection spreading in and out of its Roma settlements.,1,National,,,NA,,,,,,,,,,,,,SVK
Ljubljana,,Slovenia,City,46.04998,14.50686,FALSE,"The centres where the homeless can sleep in Ljubljana were reportedly closed as of 18 March 2020.  By 23 March 2020, no extra services for the homeless were reported, and some homeless were avoiding overcrowded shelters and staying in the street in the cold for fear of getting infected in the shelters.",1,Municipal,,,NA,,,,,,,,,,,,,SVN
,,Slovenia,Country,,,FALSE,"Equal Opportunities Ombudsman Miha Lobnik called on the government to give special attention to protecting and assisting vulnerable groups in its next legislative package, especially the disabled, Roma, homeless and single parents.",1,National,,,NA,,,,,,,,,,,,,SVN
,,South Africa,Country,,,TRUE,"The special government gazette issued out following the growing spread of the pandemic states that evictions will be suspended for the remainder of the 21-day period. â€œAll evictions and executions of attachment orders, both movable and immovable, including the removal of movable assets and sales in executions is suspended with immediate effect for the duration of the lockdown.â€",3,National,,,NA,,,,,,,,,,,,,ZAF
,,Spain,Country,,,TRUE,"Evictions are suspended six months (until October 2020). Rental contracts are extraordinarily extended (for 6 months) if they expire during the state of emergency, maintaining the same terms and conditions. Renters in a vulnerable situation have a moratorium on rental payments in the case of renting from property owners with more than 10 units of housing (then after 3-4 months, owners and tenants negotiate either a 50% debt release or rental repayment over the coming three years). Renters in a vulnerable situation have access to state-backed microcredit when renting from property owners with less than 10 housing units. Vulnerable is defined as job loss due to COVID-19 and cost of housing + utilities being equal to or more than 35% of current household income. Mortgage debt payments frozen for vulnerable families during the state of emergency. Eligibility includes four points 1) new unemployment or significant loss of income (at least 40%); 2) family income does not surpass a maximum amount previous to state of emergency (amount varies according to number of children, single parent households, elderly or mobility impaired people in household); 3) monthly mortgage payment + utilities > 35% net household income and 4) significant change in the economic circumstances of the family unit due to COVID-19 (mortgage repayment burden multiplies by at least 1.3)",3,National,,,NA,,,,,,,,,,,,,ESP
Barcelona,,Spain,City,41.382894,2.177432,TRUE,"Barcelona municipality and the main tourist apartments association agree to use 200 tourist apartments for the homeless and other vulnerable people. Fira de Barcelona (a conference centre) lets a 6,000-square-metre pavilion to host 150 people (the capacity could reportedly be increased up to 1,000 people). Three new municipal facilities to open: one to host 56 people, another to isolate up to 30 people, and another with showers, laundry and eatery.",2,Municipal,,,NA,,,,,,,,,,,,,ESP
