municipality,state,Country,admin_scale,lat,lng,passed,policy_summary,range,policy_type,link,resource,state_level_legal_status,state_level_legal_summary,point_total,pts_eviction_initiation_tot_10,pts_eviction_protect_tot_04,pts_eviction_pending_tot_03,pts_tenant_action_tot_00,pts_partial_rent_tot_01,pts_repayment_period_tot_05,pts_latefees_tot_03,pts_repayment_plan_tot_00,pts_courts_tot_15,pts_renter_protection_tot_06,ISO
Broward County,Florida,NA,County,28.45743,-82.409148,TRUE,"""The Broward Sheriffâ€™s Office, in coordination with the 17th Judicial Circuit, has decided to
temporarily cease all eviction activities until further notice due to the current public health crisis.""",1,Eviction Protection,http://www.17th.flcourts.org/wp-content/uploads/2020/03/20-3-23.pdf,NA,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",13.5,8,5,1,0,0,0,2,0,-2.5,0,NA
Emeryville,California,NA,City,37.833876,-122.29548,TRUE,NA,1,Eviction Protection,https://emeryville.legistar.com/View.ashx?M=F&ID=8220076&GUID=C9170208-8B7C-475C-86DD-1FDE2DC2ED81,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",17,10,5,1,1,0,0,2,0,-2,0,NA
Denver,Colorado,NA,City,39.760189,-104.996553,TRUE,The Denver Sheriff Department will temporarily redeploy sheriff deputies away from evictions to other duties.,3,NA,https://www.denvergov.org/content/denvergov/en/mayors-office/newsroom/2020/city-and-county-of-denver-covid-19-response-update.html,NA,Local Discretion,"Colorado's Governor issued an executive order that directs certain departments to work with landlords and banks to find lawful means of avoiding evictions, as well as asks sheriffs and other local enforcement to avoid executing evictions. The governor has also directed that some foreclosure sale deadlines are extended to April 30, and treasurers are authorized to waive delinquent interest on delinquent property tax payments. Colorado's Chief Justice issued an order suspending non-essential court functions; the order gives lower court judges discretion to determine whether matters not specifically mentioned in the order (which evictions are not) should be heard. Nearly all judicial districts and several counties have issued orders continuing most civil matters or ordering them to be done via teleconference. Sheriffs in the city of Denver are not executing orders of eviction. Finally, several utilities providers in Colorado have suspended shutoffs; several towns and cities have asked providers to do the same or else said that they will not disconnect service.",1.5,0,0,0,0,0,0,2,0,-0.5,0,NA
Clearlake,California,NA,City,38.95823,-122.62637,TRUE,NA,2,Eviction Protection,https://www.clearlake.ca.us/AgendaCenter/ViewFile/Agenda/_03192020-456,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8.5,10,2,-3.5,-2,-1,0,4,0,-2,1,NA
West Virginia,West Virginia,NA,State,38.647285,-80.618327,TRUE,"Because of the coronavirus emergency, the West Virginia Supreme Court has suspended virtually all court proceedings in West Virginia from March 23 through May 15, 2020. The Supreme Court has said that Landlord-Tenant cases are not â€œemergencies,â€ so eviction cases will not be handled between these dates.",1,Eviction Protection,https://www.lawv.net/Resources/Self-Help-Library/Coronavirus/Coronavirus-COVID-19-and-Evictions,NA,Civil Cases Suspended,"The West Virginia Supreme Court of Appeals issued an order staying all trials, proceedings, statutes of limitations and other court deadlines for non-emergency actions between March 22 and April 10. The city of Morgantown has suspended utilities service disconnections.",17.5,8,5,2,0,0,0,0,-0.5,3,0,NA
Blaine County,Idaho,NA,County,NA,NA,TRUE,The court is only hearing certain matters (not evictions) until further notice.,1,Eviction Protection,https://www.5thjudicialdistrict.com/wp-content/uploads/Blaine1.pdf,NA,Resumed Evictions,"Idaho has a statewide order directing that eviction cases be continued except for emergencies. However, on April 22nd, the Supreme Court issued an order resuming all hearings remotely, effective May 1st. Some counties have moved to reduced operations in the court system, and are therefore hearing a limited number of cases that don't include eviction cases. 3 private companies have promised to suspend utility shutoffs.",13,8,5,-1,0,0,0,2,0,-1,0,NA
Osceola County,Florida,NA,County,28.825815,-82.657046,TRUE,Osceola County Sheriff Russ Gibson announced at a Wednesday briefing that his agency will not enforce any evictions â€œuntil the emergency situation is over.â€,3,NA,https://www.orlandosentinel.com/coronavirus/os-ne-health-coronavirus-seminole-brevard-evictions-suspended-20200318-mkygvhhmkbacxonpl3on7gakye-story.html,NA,COVID-19 Related Eviction Cases Suspended,"On April 2, Governor DeSantis suspended statutes giving a cause of action for eviction related to COVID19 and foreclosure for 45 days. The Florida Supreme Court suspended the requirement for the clerk to issue writs of possession ""forthwith"" until May 29th.",1.5,0,0,2,0,0,0,2,0,-2.5,0,NA
Dane County,Wisconsin,NA,County,43.239966,-89.523346,TRUE,"The Dane County Sheriffâ€™s Office said it is temporarily suspending Civil Execution Orders (Writs of Restitution, Writs of Assistance, Writs of Replevin, Execution Against Property) and also temporarily suspending court ordered evictions.",3,NA,https://madison.com/ct/news/local/govt-and-politics/madison-mayor-asks-for-moratorium-on-evictions-county-placing-homeless/article_02195b89-c2e8-5976-af3c-2bc3280aa157.html,NA,Eviction Cases & Enforcement Suspended,"The Governor has prohibited the commencement of eviction actions based on failure to pay rent and foreclosure and has prohibited the sheriffs from initiating a sheriff's sale of foreclosed property or execution of eviction orders. The Supreme Court of Wisconsin has suspended in person hearings statwide and is requiring the use of technology in lieu of in person courtroom appearances. Wisconsin has directed court personnel to conduct proceedings using technology but has not cancelled or continued proceedings generally and left discrection to local courts. Some county circuit courts have postponed many types of hearings, often including eviction cases. In some locations, however, circuit courts have specified that evictions will proceed, in some cases noting that appearances should occur by telephone. There is a statutory time limit in Wisconsin for scheduling hearings after a party has raised a defense in an eviction action. (Wis. Stat. 799.206) In Wisconsi, evictions are small claims cases.",-3.5,0,0,1,0,0,0,2,0,-6.5,0,NA
El Monte,California,NA,City,34.078573,-118.043456,TRUE,NA,2,Eviction Protection,https://www.sgvtribune.com/2020/03/24/el-monte-updates-coronavirus-prompted-eviction-moratorium/,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10.5,10,2,-3.5,0,-1,0,4,0,-2,1,NA
Sonoma County,California,NA,County,38.255943,-122.476819,TRUE,Suspends evictions for non-payment of rent for reasons associated with the coronavirus.,2,Eviction Protection,https://sonoma-county.legistar.com/LegislationDetail.aspx?ID=4400248&GUID=A163D704-E675-401E-B3CB-FDAA3D9F69E6&Options&Search,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",6,8,2,-1,0,-3,0,2,0,-2,0,NA
Whittier,California,NA,City,34.004311,-118.0441,TRUE,NA,3,Eviction Protection,https://online.cityofwhittier.org/OnBaseAgendaOnline/Documents/ViewDocument/REVISED%20PROPOSED%20URGENCY%20ORDINANCE%20(34572).pdf?meetingId=3072&documentType=Agenda&itemId=34572&publishId=15817&isSection=false,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",1.5,8,2,-3.5,-2,-1,0,0,0,-2,0,NA
Concord,California,NA,City,37.953672,-122.022872,TRUE,"Eviction moratorium which includes a partial rent freeze (it exempted units consistent with 1482); prohibition of late fees, and a grace period to re-pay rent of 90 days per each month in arrears.",1,Eviction Protection,https://www.eastbaytimes.com/2020/03/26/coronavirus-concord-enacts-moratorium-on-evictions-rent-increases/,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",14,8,2,1,0,-3,0,4,0,-2,4,NA
Glendale,California,NA,City,34.17051,-118.289463,TRUE,NA,2,Eviction Protection,https://www.glendaleca.gov/home/showdocument?id=55569,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8,10,2,-2.5,0,-1,0,2,-0.5,-2,0,NA
West Hollywood,California,NA,City,34.093828,-118.381697,TRUE,NA,2,Eviction Protection,https://weho.granicus.com/MetaViewer.php?view_id=16&event_id=1184&meta_id=185597,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8.5,10,2,-2.5,0,-1,0,2,0,-2,0,NA
Stockton,California,NA,City,37.672196,-121.298794,TRUE,NA,2,Eviction Protection,https://www.recordnet.com/news/20200317/stockton-city-council-puts-moratorium-on-evictions-tightens-restrictions-on-public-events,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",10,10,2,-2,0,0,0,2,0,-2,0,NA
Utah,Utah,NA,State,39.334993,-111.656333,TRUE,NA,2,Eviction Protection,https://drive.google.com/file/d/1DIvfcaMeSeUhfNmzr-3Cwo3DyZQZIO2l/view,NA,COVID-19 Related Eviction Cases Suspended,"The Utah Supreme Court activated the Pandemic Response Plan and alloweed local courts to implement their own district pandemic response plans. The Utah Supreme Court ordered district courts to perform all mission-critical functions, which do not seem to include eviction proceedings and allows for remote hearings. The Governor of Utah issued and emergency declaration prohibting enforcement of eviction actions only where the tenant is current on rent payments as of 3/31/20 and has suffered job loss or lost income because of COVID-19. Where tenant's COVID-19 related nonpayment is in question, free mediation is available.",9,8,2,0,0,0,0,2,0,-3,0,NA
Phoenix,Arizona,NA,City,33.703967,-112.351835,TRUE,NA,2,Eviction Protection,https://ktar.com/story/3024211/phoenix-mayor-halts-city-owned-evictions-amid-coronavirus-fears/,NA,COVID-19 Related Eviction Cases Suspended,"The Governor has issued a stay on executing all evictions statewide for tenants who can show 1) that they have suffered a substantial loss of income due to COVID-19, 2) that they or a family member have been ordered to stay in quarantine by a medical professional, or 3) that they have a health condition that makes them more at risk to COVID-19. Evictions proceedings are managed by each Superior Court at the local level. So while evictions actions can't be executed, they can still be filed and managed in court. However, Mohave County Court has allowed judges to delay eviction cases if needed. In Phoenix, all city-owned housing is prohibited from evicting tenants. The state supreme court has tolled all eviction deadlines to 5/1/20.",10.5,8,0,1,0,0,0,2,0,-0.5,0,NA
California,California,NA,State,37.155177,-119.543418,TRUE,"Landlords can file for eviction at any time. But no new eviction cases will go to court until 8/29/2020, and tenants do not have to file a response until then. In pending cases, court dates will not be set until 60 days after the trial is requested. Court dates that were already scheduled will also be postponed for at least 60 days. (Note: This policy does not apply to evictions deemed necessary for public health and safety.)

When cases resume, some California tenants will have a defense in court against evictions for non-payment of rent. This ONLY covers tenants who paid rent in March and can show that the reason they couldn't pay in April was related to the COVID-19 pandemic.",3,Eviction Protection,https://jcc.legistar.com/View.ashx?M=F&ID=8233133&GUID=4CE2DDDF-426E-446C-8879-39B03DE418B3,www.tenantstogether.org,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",1.5,2,2,-2.5,0,0,0,2,0,-2,0,NA
Nevada,Nevada,NA,State,39.331093,-116.615147,TRUE,"On March 29, the governor announced a 90-day emergency moratorium on evictions and foreclosures related to defaulting on payments. The directive applies to both residential and commercial tenants. The only exception is for tenants deemed to endanger the public, be engaged in criminal activity, or cause severe property damage. Note that this exception can NOT be used to evict tenants who have been diagnosed with or exposed to COVID-19.",1,Eviction Protection,http://gov.nv.gov/News/Emergency_Orders/2020/2020-03-29_-_COVID-19_Declaration_of_Emergency_Directive_008/,NA,Eviction Cases & Enforcement Suspended,"Governor signed an Executive Order on 3/29 that halts eviction proceedings for the duration of the state of emergency, except for eviction judgments that predate the March 12th state of emergency declaration. On 3/31, the Supreme Court responded to the Governor's Executive Order by halting the consideration of most eviction matters. The Governor's order also prohibits late fees for nonpayment.",14,8,2,1,0,0,0,4,-0.5,-1.5,1,NA
Newark,New Jersey,NA,City,40.736101,-74.22509,TRUE,NA,1,Eviction Protection,https://www.facebook.com/RasJBaraka/photos/a.319302828206793/1842820932521634/?type=3&theater,NA,Eviction Cases & Enforcement Suspended,"Governor Phil Murphy signed an Executive Order on 3/19 that halts removals of residents pursuant to evictions or foreclosure proceedings. The EO does not halt initiation or continuation of eviction and foreclosure proceedings. In addition, the Supreme Court cancelled landlord/tenant calendars until April 26th and suspended evictions. The state senate has passed, and the state assembly is now considering, a bill that would create a temporary rental assistance program. The New Jersey Housing and Mortgage Finance Agency has suspended rent increases at eligible facilities until the governor's order declaring a state of emergency is withdrawn (and after this there must be 30 days notice). The Assembly is also considering a bill that would require forbearance of residential and commercial mortgages, as well as other loans, and tenant rent upon request.",12,8,2,1,0,0,0,2,0,-1,0,NA
North Carolina,North Carolina,NA,State,35.53971,-79.130864,TRUE,NA,2,NA,https://www.nccourts.gov/assets/news-uploads/2%20April%202020%20-%207A-39%28b%29%282%29%20Order%20%28Final%29.pdf?UqRJH9wO2z3oEU4GW3Eg9rxRuFvTlixn,NA,Eviction Cases Suspended,"The Supreme Court of North Carolina postponed ejectment and foreclosure actions, but does not explicitly stop eviction orders that were already approved. The Sheriff of Mecklenburg County has announced that they will suspend any evictions until 4/17/20. Other Sheriff Offices have yet to announce their position.",6,0,0,3,0,0,0,2,0,1,0,NA
Oregon,Oregon,NA,State,43.971713,-120.622958,TRUE,"Governor Kate Brown has strengthened previous orders. As of April 1, there is a 90-day moratorium on serving evictions to commercial and residential tenants. The order only bars police from enforcing evictions due to nonpayment of rent for a period of ninety days, but evictions for failing a rental inspection, noise complaints or any other thing deemed as a lease violation may still be served. The order makes no space for a longer repayment schedule while numerous banks have publicly given 12-month extensions to their mortgage holders, nor does this order address the need for a Nationwide Rent Freeze or Suspension to keep out of work renters from accruing mass amounts of debt.",2,Eviction Protection,https://www.oregon.gov/gov/Documents/executive_orders/eo_20-13.pdf,NA,Eviction Cases & Enforcement Suspended,"The Chief Judge of Oregon postponed all first appearances and trials for evictions, and many county circuit courts postponed all eviction related matters. The Governor of Oregon issued Executive Order No. 20-11, which places a temporary moratorium on execution of residential evictions related to non-payment; and Executive Order No. 20-13, which places a temporary moratorium on landlord terminations of residential rental agreements and non-residential leases. The Governor's order also prohibits charging late fees. Most counties and some cities have also limited the eviction moratorium to non-payment cases, and a few have extended it to no-cause evictions. Under the Chief Judge's order, while hearings and proceedings for civil cases are generally postponed, the cases with statutory or constitutional mandates requiring them to be held during the moratorium period will still continue. All judicial districts have postponed jury trials and are taking measures to limit hearings and proceedings conducted during this time.",8,8,2,-3.5,-2,0,0,4,0,-1.5,1,NA
Simi Valley,California,NA,City,34.032383,-119.1343,TRUE,"The city has placed a moratorium on evictions for non-payment of rent for tenants who can't afford to pay because of the pandemicâ€”for example, because their hours were cut, their business closed, they were laid off, or they have extreme medical costs related to COVID-19. To be protected, tenants have 30 days after rent is due to provide written notice to the landlord (including emails of texts) that they cannot pay rent, and must provide documentation to support their claim (such as pay stubs, time cards, proof of medical care or quarantine, or notices from employers or schools). Tenants are still required to pay rent.",2,Eviction Protection,https://www.cityofcamarillo.org/City%20Manager/Trending/3-18-20%20EOC%20Director%20Order%20No.%2020-2%20Staying%20Evictions.pdf,NA,Eviction Cases & Enforcement Suspended,"The Judicial Council of California adopted emergency rules preventing the issuance of summons and the entry of default in all foreclosure and eviction cases, including commercial, unless there is a threat to public health. The rules also postpone trials for at least 60 days. The Governor has issued an executive order banning the enforcement of eviction orders, and tolling response time for new eviction complaints, for renters affected by COVID-19 through May 31, 2020. This order still allows for local governments to pass their own stricter eviction bans. Since the Governor had previously issued an order giving local governments authority to halt evictions, slow foreclosures, and protect against utility shutoffs, several local governments have adopted coronavirus-specific eviction restrictions. Most of these require tenants to provide documentation to verify that they are unable to pay rent due to financial impacts related to COVID-19. Many county superior courts are tolling deadlines via emergency order.",8,8,2,-2,0,0,0,2,0,-2,0,NA
